ytid,ytid_seg,start,end,sentiment,happiness,sadness,anger,fear,disgust,surprise
-egA8-b7-3M,/home/emoman/Downloads/mosei/messai/wavs/-egA8-b7-3M_14.wav,27.858,35.273,0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-egA8-b7-3M,/home/emoman/Downloads/mosei/messai/wavs/-egA8-b7-3M_15.wav,35.102,41.27,0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M,/home/emoman/Downloads/mosei/messai/wavs/-egA8-b7-3M_16.wav,63.377,68.308,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-hnBHBN8p5A,/home/emoman/Downloads/mosei/messai/wavs/-hnBHBN8p5A_00.wav,16.9528344671,19.1002267574,2.3333333,2.6666667,0.0,0.0,0.0,0.0,0.0
-hnBHBN8p5A,/home/emoman/Downloads/mosei/messai/wavs/-hnBHBN8p5A_01.wav,21.043537415,27.3614512472,1.0,0.6666667,0.0,0.0,0.33333334,0.0,0.0
-hnBHBN8p5A,/home/emoman/Downloads/mosei/messai/wavs/-hnBHBN8p5A_02.wav,28.4965986395,35.7922902494,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-hnBHBN8p5A,/home/emoman/Downloads/mosei/messai/wavs/-hnBHBN8p5A_03.wav,35.1614512472,40.7210884354,0.0,0.0,0.33333334,0.0,0.0,0.0,0.6666667
-hnBHBN8p5A,/home/emoman/Downloads/mosei/messai/wavs/-hnBHBN8p5A_04.wav,39.7210884354,47.4358276644,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,/home/emoman/Downloads/mosei/messai/wavs/-iRBcNs9oI8_00.wav,0.340589569161,8.33469387755,1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,/home/emoman/Downloads/mosei/messai/wavs/-iRBcNs9oI8_01.wav,36.5882086168,41.8585034014,2.0,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,/home/emoman/Downloads/mosei/messai/wavs/-iRBcNs9oI8_02.wav,42.1455782313,46.019047619,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,/home/emoman/Downloads/mosei/messai/wavs/-iRBcNs9oI8_03.wav,7.7537414966,10.819047619,1.0,1.3333334,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,/home/emoman/Downloads/mosei/messai/wavs/-iRBcNs9oI8_04.wav,10.2281179138,15.7578231293,0.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,/home/emoman/Downloads/mosei/messai/wavs/-iRBcNs9oI8_05.wav,16.2743764172,20.3972789116,0.0,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,/home/emoman/Downloads/mosei/messai/wavs/-iRBcNs9oI8_06.wav,19.5868480726,22.4027210884,0.33333334,1.6666666,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,/home/emoman/Downloads/mosei/messai/wavs/-iRBcNs9oI8_07.wav,21.7219954649,25.7151927438,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,/home/emoman/Downloads/mosei/messai/wavs/-iRBcNs9oI8_08.wav,25.5732426304,33.5972789116,1.0,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,/home/emoman/Downloads/mosei/messai/wavs/-iRBcNs9oI8_09.wav,33.7546485261,37.1192743764,1.3333334,2.0,0.0,0.0,0.0,0.0,0.0
-l_53IwQoj0,/home/emoman/Downloads/mosei/messai/wavs/-l_53IwQoj0_00.wav,33.1371882086,39.3231292517,0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-lqc32Zpr7M,/home/emoman/Downloads/mosei/messai/wavs/-lqc32Zpr7M_00.wav,0.0,5.112,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-lqc32Zpr7M,/home/emoman/Downloads/mosei/messai/wavs/-lqc32Zpr7M_01.wav,38.514,47.576,0.33333334,0.6666667,1.6666666,0.0,0.0,0.0,0.33333334
-lqc32Zpr7M,/home/emoman/Downloads/mosei/messai/wavs/-lqc32Zpr7M_02.wav,76.448,85.42,-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
-lqc32Zpr7M,/home/emoman/Downloads/mosei/messai/wavs/-lqc32Zpr7M_03.wav,22.4,27.731,-0.6666667,0.0,1.6666666,0.0,0.0,0.0,0.0
-m9KtvCk_L8,/home/emoman/Downloads/mosei/messai/wavs/-m9KtvCk_L8_00.wav,47.1353741497,52.5231292517,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-m9KtvCk_L8,/home/emoman/Downloads/mosei/messai/wavs/-m9KtvCk_L8_01.wav,39.7222222222,42.4659863946,-0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-m9KtvCk_L8,/home/emoman/Downloads/mosei/messai/wavs/-m9KtvCk_L8_02.wav,42.4659863946,47.1353741497,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,/home/emoman/Downloads/mosei/messai/wavs/-mJ2ud6oKI8_02.wav,11.1759637188,16.6757369615,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,/home/emoman/Downloads/mosei/messai/wavs/-mJ2ud6oKI8_03.wav,15.6757369615,22.1732426304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,/home/emoman/Downloads/mosei/messai/wavs/-mJ2ud6oKI8_04.wav,21.1732426304,25.9646258503,1.3333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,/home/emoman/Downloads/mosei/messai/wavs/-mJ2ud6oKI8_05.wav,25.4036281179,27.6108843537,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,/home/emoman/Downloads/mosei/messai/wavs/-mJ2ud6oKI8_06.wav,26.8303854875,30.4743764172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,/home/emoman/Downloads/mosei/messai/wavs/-mJ2ud6oKI8_07.wav,29.4743764172,33.6272108844,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,/home/emoman/Downloads/mosei/messai/wavs/-mJ2ud6oKI8_08.wav,33.0063492063,39.9129251701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mqbVkbCndg,/home/emoman/Downloads/mosei/messai/wavs/-mqbVkbCndg_00.wav,0.0,6.369,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0
-mqbVkbCndg,/home/emoman/Downloads/mosei/messai/wavs/-mqbVkbCndg_01.wav,5.948,9.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mqbVkbCndg,/home/emoman/Downloads/mosei/messai/wavs/-mqbVkbCndg_02.wav,51.055,57.683,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o,/home/emoman/Downloads/mosei/messai/wavs/-qMhGeJkp5o_00.wav,66.1920634921,76.5385487528,1.6666666,0.6666667,0.0,0.0,0.33333334,0.0,0.0
-qMhGeJkp5o,/home/emoman/Downloads/mosei/messai/wavs/-qMhGeJkp5o_01.wav,76.9975056689,85.2287981859,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o,/home/emoman/Downloads/mosei/messai/wavs/-qMhGeJkp5o_02.wav,85.2287981859,94.6972789116,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o,/home/emoman/Downloads/mosei/messai/wavs/-qMhGeJkp5o_03.wav,5.93900226757,13.9408163265,1.6666666,2.3333333,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o,/home/emoman/Downloads/mosei/messai/wavs/-qMhGeJkp5o_04.wav,14.1702947846,27.919047619,0.6666667,0.6666667,0.0,0.6666667,0.0,0.0,0.0
-qMhGeJkp5o,/home/emoman/Downloads/mosei/messai/wavs/-qMhGeJkp5o_05.wav,28.4079365079,33.6759637188,1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o,/home/emoman/Downloads/mosei/messai/wavs/-qMhGeJkp5o_06.wav,33.7757369615,39.2133786848,0.0,0.33333334,0.0,1.0,0.0,0.0,0.0
-qMhGeJkp5o,/home/emoman/Downloads/mosei/messai/wavs/-qMhGeJkp5o_07.wav,49.7594104308,55.5961451247,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.33333334
-qMhGeJkp5o,/home/emoman/Downloads/mosei/messai/wavs/-qMhGeJkp5o_08.wav,62.4605442177,65.5734693878,-1.3333334,0.33333334,0.0,1.0,0.0,0.0,0.0
-ri04Z7vwnc,/home/emoman/Downloads/mosei/messai/wavs/-ri04Z7vwnc_01.wav,2.23628117914,7.27709750567,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc,/home/emoman/Downloads/mosei/messai/wavs/-ri04Z7vwnc_02.wav,6.27709750567,12.1859410431,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc,/home/emoman/Downloads/mosei/messai/wavs/-ri04Z7vwnc_03.wav,39.1224489796,42.5469387755,0.33333334,0.33333334,1.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc,/home/emoman/Downloads/mosei/messai/wavs/-ri04Z7vwnc_04.wav,41.8263038549,52.653968254,1.0,0.33333334,1.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc,/home/emoman/Downloads/mosei/messai/wavs/-ri04Z7vwnc_05.wav,51.653968254,58.2213151927,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-rxZxtG0xmY,/home/emoman/Downloads/mosei/messai/wavs/-rxZxtG0xmY_00.wav,0.0,11.178,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
-rxZxtG0xmY,/home/emoman/Downloads/mosei/messai/wavs/-rxZxtG0xmY_01.wav,13.092,21.994,0.0,0.0,0.6666667,0.6666667,0.0,0.0,0.33333334
-s9qJ7ATP7w,/home/emoman/Downloads/mosei/messai/wavs/-s9qJ7ATP7w_00.wav,0.0,6.708,-0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-s9qJ7ATP7w,/home/emoman/Downloads/mosei/messai/wavs/-s9qJ7ATP7w_01.wav,6.107,10.729,0.6666667,0.6666667,0.6666667,0.0,0.0,0.33333334,0.0
-s9qJ7ATP7w,/home/emoman/Downloads/mosei/messai/wavs/-s9qJ7ATP7w_02.wav,9.729,14.451,1.3333334,1.6666666,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w,/home/emoman/Downloads/mosei/messai/wavs/-s9qJ7ATP7w_03.wav,13.77,19.439,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w,/home/emoman/Downloads/mosei/messai/wavs/-s9qJ7ATP7w_04.wav,18.439,22.672,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w,/home/emoman/Downloads/mosei/messai/wavs/-s9qJ7ATP7w_05.wav,21.672,30.055,-2.0,0.0,1.6666666,0.0,0.0,0.0,0.0
-s9qJ7ATP7w,/home/emoman/Downloads/mosei/messai/wavs/-s9qJ7ATP7w_06.wav,29.125,31.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w,/home/emoman/Downloads/mosei/messai/wavs/-s9qJ7ATP7w_07.wav,30.801,37.638,1.0,2.0,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w,/home/emoman/Downloads/mosei/messai/wavs/-s9qJ7ATP7w_08.wav,36.638,39.813,1.3333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-s9qJ7ATP7w,/home/emoman/Downloads/mosei/messai/wavs/-s9qJ7ATP7w_09.wav,38.813,46.229,1.0,1.6666666,0.33333334,0.0,0.6666667,0.33333334,0.0
-t217m2on-s,/home/emoman/Downloads/mosei/messai/wavs/-t217m2on-s_00.wav,10.647,16.257,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-t217m2on-s,/home/emoman/Downloads/mosei/messai/wavs/-t217m2on-s_01.wav,43.183,60.187,-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.33333334
-tANM6ETl_M,/home/emoman/Downloads/mosei/messai/wavs/-tANM6ETl_M_00.wav,0.0,11.039,-0.6666667,0.0,0.0,0.33333334,0.0,0.6666667,0.0
-tANM6ETl_M,/home/emoman/Downloads/mosei/messai/wavs/-tANM6ETl_M_01.wav,19.008,25.605,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-tANM6ETl_M,/home/emoman/Downloads/mosei/messai/wavs/-tANM6ETl_M_02.wav,25.084,47.905,0.33333334,1.6666666,0.33333334,0.33333334,0.33333334,0.0,0.0
-tPCytz4rww,/home/emoman/Downloads/mosei/messai/wavs/-tPCytz4rww_00.wav,48.611,53.283,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-tPCytz4rww,/home/emoman/Downloads/mosei/messai/wavs/-tPCytz4rww_01.wav,52.532,57.902,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-tPCytz4rww,/home/emoman/Downloads/mosei/messai/wavs/-tPCytz4rww_02.wav,56.902,68.628,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-tPCytz4rww,/home/emoman/Downloads/mosei/messai/wavs/-tPCytz4rww_03.wav,81.027,88.153,0.0,0.0,0.6666667,0.0,0.0,0.0,0.6666667
-tPCytz4rww,/home/emoman/Downloads/mosei/messai/wavs/-tPCytz4rww_04.wav,90.955,97.512,0.0,0.33333334,0.33333334,0.0,0.0,0.0,0.0
-tPCytz4rww,/home/emoman/Downloads/mosei/messai/wavs/-tPCytz4rww_05.wav,102.588,106.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-uywlfIYOS8,/home/emoman/Downloads/mosei/messai/wavs/-uywlfIYOS8_00.wav,24.955,30.834,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
-uywlfIYOS8,/home/emoman/Downloads/mosei/messai/wavs/-uywlfIYOS8_01.wav,47.015,59.439,2.6666667,1.3333334,0.0,0.6666667,0.0,0.0,0.33333334
-wdUIwjDMfg,/home/emoman/Downloads/mosei/messai/wavs/-wdUIwjDMfg_00.wav,0.0124716553288,30.6628117914,2.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8,/home/emoman/Downloads/mosei/messai/wavs/-wny0OAz3g8_00.wav,0.0,3.256,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8,/home/emoman/Downloads/mosei/messai/wavs/-wny0OAz3g8_01.wav,2.256,9.013,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8,/home/emoman/Downloads/mosei/messai/wavs/-wny0OAz3g8_02.wav,8.013,14.521,-0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8,/home/emoman/Downloads/mosei/messai/wavs/-wny0OAz3g8_03.wav,13.521,19.599,-1.3333334,0.0,0.0,0.6666667,0.0,1.0,0.0
-wny0OAz3g8,/home/emoman/Downloads/mosei/messai/wavs/-wny0OAz3g8_04.wav,18.599,23.061,0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.0
-wny0OAz3g8,/home/emoman/Downloads/mosei/messai/wavs/-wny0OAz3g8_05.wav,22.121,28.848,1.0,1.3333334,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8,/home/emoman/Downloads/mosei/messai/wavs/-wny0OAz3g8_06.wav,38.065,45.969,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8,/home/emoman/Downloads/mosei/messai/wavs/-wny0OAz3g8_07.wav,45.069,50.22,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-wny0OAz3g8,/home/emoman/Downloads/mosei/messai/wavs/-wny0OAz3g8_08.wav,49.22,55.258,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0
-yRb-Jum7EQ,/home/emoman/Downloads/mosei/messai/wavs/-yRb-Jum7EQ_00.wav,5.279,34.376,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-yRb-Jum7EQ,/home/emoman/Downloads/mosei/messai/wavs/-yRb-Jum7EQ_01.wav,44.41,53.582,0.0,0.0,1.0,0.6666667,0.0,0.0,0.0
-yRb-Jum7EQ,/home/emoman/Downloads/mosei/messai/wavs/-yRb-Jum7EQ_02.wav,52.582,59.798,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0
-yRb-Jum7EQ,/home/emoman/Downloads/mosei/messai/wavs/-yRb-Jum7EQ_03.wav,58.798,71.84,-0.6666667,0.0,0.33333334,0.6666667,0.0,0.33333334,0.0
-yRb-Jum7EQ,/home/emoman/Downloads/mosei/messai/wavs/-yRb-Jum7EQ_04.wav,70.84,82.317,0.0,0.33333334,0.6666667,1.0,0.0,0.0,0.0
03X1FwF6udc,/home/emoman/Downloads/mosei/messai/wavs/03X1FwF6udc_00.wav,76.797,86.846,0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.33333334
03X1FwF6udc,/home/emoman/Downloads/mosei/messai/wavs/03X1FwF6udc_01.wav,92.691,96.135,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
03X1FwF6udc,/home/emoman/Downloads/mosei/messai/wavs/03X1FwF6udc_02.wav,110.081,114.693,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
03X1FwF6udc,/home/emoman/Downloads/mosei/messai/wavs/03X1FwF6udc_03.wav,152.066,161.417,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
03X1FwF6udc,/home/emoman/Downloads/mosei/messai/wavs/03X1FwF6udc_04.wav,10.946,20.537,0.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334
03X1FwF6udc,/home/emoman/Downloads/mosei/messai/wavs/03X1FwF6udc_05.wav,19.537,28.549,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
03X1FwF6udc,/home/emoman/Downloads/mosei/messai/wavs/03X1FwF6udc_06.wav,39.751,44.083,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
06st0Ez_E_I,/home/emoman/Downloads/mosei/messai/wavs/06st0Ez_E_I_00.wav,0.0,10.53,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0
06st0Ez_E_I,/home/emoman/Downloads/mosei/messai/wavs/06st0Ez_E_I_01.wav,33.385,38.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07Z16yRBFUQ,/home/emoman/Downloads/mosei/messai/wavs/07Z16yRBFUQ_00.wav,15.845,21.824,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
07Z16yRBFUQ,/home/emoman/Downloads/mosei/messai/wavs/07Z16yRBFUQ_01.wav,37.297,49.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07Z16yRBFUQ,/home/emoman/Downloads/mosei/messai/wavs/07Z16yRBFUQ_02.wav,49.339,58.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d4NTXkSxw,/home/emoman/Downloads/mosei/messai/wavs/08d4NTXkSxw_01.wav,6.62630385488,11.5174603175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d4NTXkSxw,/home/emoman/Downloads/mosei/messai/wavs/08d4NTXkSxw_02.wav,11.335600907,22.0235827664,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
08d4NTXkSxw,/home/emoman/Downloads/mosei/messai/wavs/08d4NTXkSxw_03.wav,46.1664399093,55.0684807256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0AA-wmk8WdA,/home/emoman/Downloads/mosei/messai/wavs/0AA-wmk8WdA_00.wav,10.627,17.145,0.33333334,2.3333333,0.0,0.0,0.0,0.0,0.0
0AA-wmk8WdA,/home/emoman/Downloads/mosei/messai/wavs/0AA-wmk8WdA_01.wav,78.403,83.903,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
0AkGtPzl7D8,/home/emoman/Downloads/mosei/messai/wavs/0AkGtPzl7D8_00.wav,32.448,37.888,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
0BVed2nBq1g,/home/emoman/Downloads/mosei/messai/wavs/0BVed2nBq1g_01.wav,2.94467120181,10.8888888889,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0
0BVed2nBq1g,/home/emoman/Downloads/mosei/messai/wavs/0BVed2nBq1g_02.wav,10.2380952381,20.4770975057,-0.33333334,0.6666667,0.0,0.0,0.0,0.6666667,0.0
0BVed2nBq1g,/home/emoman/Downloads/mosei/messai/wavs/0BVed2nBq1g_03.wav,19.9659863946,25.9346938776,-0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
0BVed2nBq1g,/home/emoman/Downloads/mosei/messai/wavs/0BVed2nBq1g_04.wav,25.3138321995,30.7038548753,-0.33333334,1.0,0.0,0.0,1.0,0.0,0.0
0BVed2nBq1g,/home/emoman/Downloads/mosei/messai/wavs/0BVed2nBq1g_05.wav,32.198185941,37.219047619,0.0,1.3333334,0.0,0.0,0.6666667,0.0,0.0
0BVed2nBq1g,/home/emoman/Downloads/mosei/messai/wavs/0BVed2nBq1g_06.wav,36.4884353741,39.7732426304,0.6666667,1.3333334,0.0,0.33333334,0.0,0.6666667,0.0
0EAAfLCQabY,/home/emoman/Downloads/mosei/messai/wavs/0EAAfLCQabY_01.wav,5.0,7.41678004535,-0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
0EAAfLCQabY,/home/emoman/Downloads/mosei/messai/wavs/0EAAfLCQabY_02.wav,6.75600907029,15.1891156463,-0.6666667,0.0,0.0,0.0,0.0,0.0,0.33333334
0EphpADwdPg,/home/emoman/Downloads/mosei/messai/wavs/0EphpADwdPg_01.wav,2.58548752834,12.1959183673,0.33333334,0.33333334,0.33333334,0.0,0.0,0.0,0.0
0EphpADwdPg,/home/emoman/Downloads/mosei/messai/wavs/0EphpADwdPg_02.wav,11.1959183673,15.1492063492,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
0EphpADwdPg,/home/emoman/Downloads/mosei/messai/wavs/0EphpADwdPg_03.wav,33.5850340136,38.6557823129,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
0EphpADwdPg,/home/emoman/Downloads/mosei/messai/wavs/0EphpADwdPg_04.wav,38.0149659864,45.5501133787,1.6666666,1.6666666,0.0,0.0,0.6666667,0.0,0.0
0EphpADwdPg,/home/emoman/Downloads/mosei/messai/wavs/0EphpADwdPg_05.wav,45.0589569161,50.7482993197,1.0,1.3333334,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_00.wav,5.29931972789,8.69387755102,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_01.wav,7.69387755102,14.2512471655,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_02.wav,58.5882086168,68.4281179138,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_03.wav,68.4258503401,77.6371882086,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_04.wav,76.6371882086,79.4031746032,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_05.wav,78.6027210884,92.3637188209,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_06.wav,93.0299319728,95.9256235828,0.33333334,0.33333334,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_07.wav,95.9034013605,108.856235828,0.0,0.33333334,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_08.wav,110.091156463,116.189569161,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_09.wav,116.546485261,130.467120181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_10.wav,130.804081633,133.819501134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_11.wav,133.767346939,142.988662132,0.33333334,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_12.wav,13.8399092971,16.0671201814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_13.wav,145.141496599,156.029024943,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_14.wav,156.655328798,163.970975057,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_15.wav,163.888888889,175.624489796,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_16.wav,176.66984127,181.411337868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_17.wav,181.548752834,194.272108844,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_18.wav,193.970521542,199.829478458,0.6666667,0.33333334,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_19.wav,199.936961451,212.071655329,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_20.wav,212.099319728,222.048979592,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_21.wav,221.687528345,225.900226757,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_22.wav,225.259410431,229.911111111,0.0,0.33333334,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_23.wav,15.0671201814,19.3496598639,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_24.wav,19.4172335601,28.758276644,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_25.wav,29.1650793651,39.1945578231,0.6666667,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_26.wav,39.3818594104,43.893877551,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0FA32bEZ6xI,/home/emoman/Downloads/mosei/messai/wavs/0FA32bEZ6xI_27.wav,42.9138321995,49.9501133787,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
